case_id,layout,split,candidate,ablation,status,tp,fp,fn,precision,recall,f1,admissible_secondary,wall_median_ms,wall_p95_ms,deterministic
EVAL-L3-S2306,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,2237.3592,2744.08338,True
EVAL-L3-S2307,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,2159.3147,2977.199105,True
EVAL-L3-S2307,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,2159.3147,2977.199105,True
EVAL-L3-S2307,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,2159.3147,2977.199105,True
EVAL-L3-S2307,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,2159.3147,2977.199105,True
EVAL-L3-S2307,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,2079.368,2371.352295,True
EVAL-L3-S2307,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,2079.368,2371.352295,True
EVAL-L3-S2307,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,2079.368,2371.352295,True
EVAL-L3-S2307,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,2079.368,2371.352295,True
EVAL-L3-S2307,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,2044.90665,2378.673335,True
EVAL-L3-S2307,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,2044.90665,2378.673335,True
EVAL-L3-S2307,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,2044.90665,2378.673335,True
EVAL-L3-S2307,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,2044.90665,2378.673335,True
EVAL-L3-S2307,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,2014.49405,2482.97995,True
EVAL-L3-S2307,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,2014.49405,2482.97995,True
EVAL-L3-S2307,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,2014.49405,2482.97995,True
EVAL-L3-S2307,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,2014.49405,2482.97995,True
EVAL-L3-S2308,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,2078.5714,2528.571965,True
EVAL-L3-S2308,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,2078.5714,2528.571965,True
EVAL-L3-S2308,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,2078.5714,2528.571965,True
EVAL-L3-S2308,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,2078.5714,2528.571965,True
EVAL-L3-S2308,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,2257.42165,2412.48404,True
EVAL-L3-S2308,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,2257.42165,2412.48404,True
EVAL-L3-S2308,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,2257.42165,2412.48404,True
EVAL-L3-S2308,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,2257.42165,2412.48404,True
EVAL-L3-S2308,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,2575.77665,3185.196295,True
EVAL-L3-S2308,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,2575.77665,3185.196295,True
EVAL-L3-S2308,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,2575.77665,3185.196295,True
EVAL-L3-S2308,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,2575.77665,3185.196295,True
EVAL-L3-S2308,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,2919.1538,5680.665825,True
EVAL-L3-S2308,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,2919.1538,5680.665825,True
EVAL-L3-S2308,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,2919.1538,5680.665825,True
EVAL-L3-S2308,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,2919.1538,5680.665825,True
EVAL-L3-S2309,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,3578.64845,5621.435565,True
EVAL-L3-S2309,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,3578.64845,5621.435565,True
EVAL-L3-S2309,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,3578.64845,5621.435565,True
EVAL-L3-S2309,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,3578.64845,5621.435565,True
EVAL-L3-S2309,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,3502.66745,4425.1573,True
EVAL-L3-S2309,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,3502.66745,4425.1573,True
EVAL-L3-S2309,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,3502.66745,4425.1573,True
EVAL-L3-S2309,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,3502.66745,4425.1573,True
EVAL-L3-S2309,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,3044.1973,4475.61497,True
EVAL-L3-S2309,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,3044.1973,4475.61497,True
EVAL-L3-S2309,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,3044.1973,4475.61497,True
EVAL-L3-S2309,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,3044.1973,4475.61497,True
EVAL-L3-S2309,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,3448.14855,4204.392475,True
EVAL-L3-S2309,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,3448.14855,4204.392475,True
EVAL-L3-S2309,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,3448.14855,4204.392475,True
EVAL-L3-S2309,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,3448.14855,4204.392475,True
EVAL-L3-S2310,L3,evaluation,v0_clean,A,passed,0,0,0,0.0,0.0,0.0,0,2877.93055,3250.4423,True
EVAL-L3-S2310,L3,evaluation,v0_clean,B,passed,0,0,0,0.0,0.0,0.0,0,2877.93055,3250.4423,True
EVAL-L3-S2310,L3,evaluation,v0_clean,C,passed,0,0,0,0.0,0.0,0.0,0,2877.93055,3250.4423,True
EVAL-L3-S2310,L3,evaluation,v0_clean,D,passed,0,0,0,0.0,0.0,0.0,0,2877.93055,3250.4423,True
EVAL-L3-S2310,L3,evaluation,v1_authorized,A,passed,0,0,0,0.0,0.0,0.0,0,2420.9469,2754.860985,True
EVAL-L3-S2310,L3,evaluation,v1_authorized,B,passed,0,0,0,0.0,0.0,0.0,0,2420.9469,2754.860985,True
EVAL-L3-S2310,L3,evaluation,v1_authorized,C,passed,0,0,0,0.0,0.0,0.0,0,2420.9469,2754.860985,True
EVAL-L3-S2310,L3,evaluation,v1_authorized,D,passed,0,0,0,0.0,0.0,0.0,0,2420.9469,2754.860985,True
EVAL-L3-S2310,L3,evaluation,v1_faulty,A,failed_verification,5,0,6,1.0,0.454545455,0.625,0,2286.83305,2944.736095,True
EVAL-L3-S2310,L3,evaluation,v1_faulty,B,failed_verification,7,0,4,1.0,0.636363636,0.777777778,0,2286.83305,2944.736095,True
EVAL-L3-S2310,L3,evaluation,v1_faulty,C,failed_verification,9,0,2,1.0,0.818181818,0.9,0,2286.83305,2944.736095,True
EVAL-L3-S2310,L3,evaluation,v1_faulty,D,failed_verification,11,0,0,1.0,1.0,1.0,0,2286.83305,2944.736095,True
EVAL-L3-S2310,L3,evaluation,v2_corrected,A,passed,0,0,0,0.0,0.0,0.0,0,2156.2161,2292.616005,True
EVAL-L3-S2310,L3,evaluation,v2_corrected,B,passed,0,0,0,0.0,0.0,0.0,0,2156.2161,2292.616005,True
EVAL-L3-S2310,L3,evaluation,v2_corrected,C,passed,0,0,0,0.0,0.0,0.0,0,2156.2161,2292.616005,True
EVAL-L3-S2310,L3,evaluation,v2_corrected,D,passed,0,0,0,0.0,0.0,0.0,0,2156.2161,2292.616005,True
